user_id,mois,depenses_mensuelles,profil,salaire,loyer,ville,objectif_financier,comportement,habitudes_sorties,habitudes_courses
7,2024-12,1457.95,fonctionnaire,2804,835,Bordeaux,acheter_voiture,économe,192,337
8,2024-01,5259.45,independant,2882,844,Toulouse,investir,dépensier,222,176
8,2024-02,1969.3799999999999,independant,2882,844,Toulouse,investir,dépensier,222,176
8,2024-03,3799.36,independant,2882,844,Toulouse,investir,dépensier,222,176
8,2024-04,4467.6,independant,2882,844,Toulouse,investir,dépensier,222,176
8,2024-05,3827.31,independant,2882,844,Toulouse,investir,dépensier,222,176
8,2024-06,2926.38,independant,2882,844,Toulouse,investir,dépensier,222,176
8,2024-07,3819.8199999999997,independant,2882,844,Toulouse,investir,dépensier,222,176
8,2024-08,3202.06,independant,2882,844,Toulouse,investir,dépensier,222,176
8,2024-09,2886.9300000000003,independant,2882,844,Toulouse,investir,dépensier,222,176
8,2024-10,3776.66,independant,2882,844,Toulouse,investir,dépensier,222,176
8,2024-11,4363.05,independant,2882,844,Toulouse,investir,dépensier,222,176
8,2024-12,1162.45,independant,2882,844,Toulouse,investir,dépensier,222,176
9,2024-01,4112.24,cadre,5525,1203,Lille,acheter_voiture,normal,95,201
9,2024-02,1697.86,cadre,5525,1203,Lille,acheter_voiture,normal,95,201
9,2024-03,3951.04,cadre,5525,1203,Lille,acheter_voiture,normal,95,201
9,2024-04,3737.44,cadre,5525,1203,Lille,acheter_voiture,normal,95,201
9,2024-05,3184.95,cadre,5525,1203,Lille,acheter_voiture,normal,95,201
9,2024-06,3433.17,cadre,5525,1203,Lille,acheter_voiture,normal,95,201
9,2024-07,2996.48,cadre,5525,1203,Lille,acheter_voiture,normal,95,201
9,2024-08,3270.84,cadre,5525,1203,Lille,acheter_voiture,normal,95,201
9,2024-09,3690.41,cadre,5525,1203,Lille,acheter_voiture,normal,95,201
9,2024-10,3584.36,cadre,5525,1203,Lille,acheter_voiture,normal,95,201
9,2024-11,2848.54,cadre,5525,1203,Lille,acheter_voiture,normal,95,201
9,2024-12,1229.6,cadre,5525,1203,Lille,acheter_voiture,normal,95,201
10,2024-01,5238.93,independant,1824,704,Rennes,acheter_appartement,dépensier,236,397
10,2024-02,2668.89,independant,1824,704,Rennes,acheter_appartement,dépensier,236,397
10,2024-03,3584.17,independant,1824,704,Rennes,acheter_appartement,dépensier,236,397
10,2024-04,3446.59,independant,1824,704,Rennes,acheter_appartement,dépensier,236,397
10,2024-05,3570.69,independant,1824,704,Rennes,acheter_appartement,dépensier,236,397
10,2024-06,3317.44,independant,1824,704,Rennes,acheter_appartement,dépensier,236,397
10,2024-07,4079.67,independant,1824,704,Rennes,acheter_appartement,dépensier,236,397
10,2024-08,3635.08,independant,1824,704,Rennes,acheter_appartement,dépensier,236,397
10,2024-09,3635.67,independant,1824,704,Rennes,acheter_appartement,dépensier,236,397
10,2024-10,3659.54,independant,1824,704,Rennes,acheter_appartement,dépensier,236,397
10,2024-11,3539.04,independant,1824,704,Rennes,acheter_appartement,dépensier,236,397
10,2024-12,2825.22,independant,1824,704,Rennes,acheter_appartement,dépensier,236,397
11,2024-01,6101.8099999999995,cadre,3284,1252,Nantes,acheter_appartement,dépensier,139,293
11,2024-02,3099.99,cadre,3284,1252,Nantes,acheter_appartement,dépensier,139,293
11,2024-03,5390.6900000000005,cadre,3284,1252,Nantes,acheter_appartement,dépensier,139,293
11,2024-04,3429.45,cadre,3284,1252,Nantes,acheter_appartement,dépensier,139,293
11,2024-05,4907.74,cadre,3284,1252,Nantes,acheter_appartement,dépensier,139,293
11,2024-06,4177.5199999999995,cadre,3284,1252,Nantes,acheter_appartement,dépensier,139,293
11,2024-07,4714.74,cadre,3284,1252,Nantes,acheter_appartement,dépensier,139,293
11,2024-08,4047.51,cadre,3284,1252,Nantes,acheter_appartement,dépensier,139,293
11,2024-09,4535.93,cadre,3284,1252,Nantes,acheter_appartement,dépensier,139,293
11,2024-10,5159.16,cadre,3284,1252,Nantes,acheter_appartement,dépensier,139,293
11,2024-11,3578.46,cadre,3284,1252,Nantes,acheter_appartement,dépensier,139,293
11,2024-12,2626.11,cadre,3284,1252,Nantes,acheter_appartement,dépensier,139,293
12,2024-01,3553.77,cadre,6412,1124,Lyon,stabiliser,économe,199,315
12,2024-02,1079.85,cadre,6412,1124,Lyon,stabiliser,économe,199,315
12,2024-03,3285.9500000000003,cadre,6412,1124,Lyon,stabiliser,économe,199,315
12,2024-04,2331.12,cadre,6412,1124,Lyon,stabiliser,économe,199,315
12,2024-05,2109.34,cadre,6412,1124,Lyon,stabiliser,économe,199,315
12,2024-06,2447.86,cadre,6412,1124,Lyon,stabiliser,économe,199,315
12,2024-07,2323.21,cadre,6412,1124,Lyon,stabiliser,économe,199,315
12,2024-08,2391.53,cadre,6412,1124,Lyon,stabiliser,économe,199,315
12,2024-09,2361.75,cadre,6412,1124,Lyon,stabiliser,économe,199,315
12,2024-10,2262.73,cadre,6412,1124,Lyon,stabiliser,économe,199,315
12,2024-11,2797.12,cadre,6412,1124,Lyon,stabiliser,économe,199,315
12,2024-12,1180.54,cadre,6412,1124,Lyon,stabiliser,économe,199,315
13,2024-01,4591.94,jeune_salarie,2570,685,Lille,acheter_voiture,dépensier,195,490
13,2024-02,3682.42,jeune_salarie,2570,685,Lille,acheter_voiture,dépensier,195,490
13,2024-03,5148.01,jeune_salarie,2570,685,Lille,acheter_voiture,dépensier,195,490
13,2024-04,4065.73,jeune_salarie,2570,685,Lille,acheter_voiture,dépensier,195,490
13,2024-05,3069.42,jeune_salarie,2570,685,Lille,acheter_voiture,dépensier,195,490
13,2024-06,2989.27,jeune_salarie,2570,685,Lille,acheter_voiture,dépensier,195,490
13,2024-07,3631.33,jeune_salarie,2570,685,Lille,acheter_voiture,dépensier,195,490
13,2024-08,3332.81,jeune_salarie,2570,685,Lille,acheter_voiture,dépensier,195,490
13,2024-09,3205.87,jeune_salarie,2570,685,Lille,acheter_voiture,dépensier,195,490
13,2024-10,3090.4300000000003,jeune_salarie,2570,685,Lille,acheter_voiture,dépensier,195,490
13,2024-11,3596.94,jeune_salarie,2570,685,Lille,acheter_voiture,dépensier,195,490
13,2024-12,2146.7,jeune_salarie,2570,685,Lille,acheter_voiture,dépensier,195,490
14,2024-01,5103.22,cadre,4384,1148,Bordeaux,stabiliser,dépensier,215,285
14,2024-02,3715.2200000000003,cadre,4384,1148,Bordeaux,stabiliser,dépensier,215,285
14,2024-03,6176.85,cadre,4384,1148,Bordeaux,stabiliser,dépensier,215,285
14,2024-04,4115.13,cadre,4384,1148,Bordeaux,stabiliser,dépensier,215,285
14,2024-05,4863.77,cadre,4384,1148,Bordeaux,stabiliser,dépensier,215,285
14,2024-06,4222.9,cadre,4384,1148,Bordeaux,stabiliser,dépensier,215,285
14,2024-07,5776.51,cadre,4384,1148,Bordeaux,stabiliser,dépensier,215,285
14,2024-08,3051.69,cadre,4384,1148,Bordeaux,stabiliser,dépensier,215,285
14,2024-09,4442.65,cadre,4384,1148,Bordeaux,stabiliser,dépensier,215,285
14,2024-10,4592.7,cadre,4384,1148,Bordeaux,stabiliser,dépensier,215,285
14,2024-11,4352.83,cadre,4384,1148,Bordeaux,stabiliser,dépensier,215,285
14,2024-12,3279.45,cadre,4384,1148,Bordeaux,stabiliser,dépensier,215,285
15,2024-01,3981.56,fonctionnaire,2140,867,Lyon,investir,normal,185,292
15,2024-02,1358.1,fonctionnaire,2140,867,Lyon,investir,normal,185,292
15,2024-03,3595.2,fonctionnaire,2140,867,Lyon,investir,normal,185,292
15,2024-04,2769.04,fonctionnaire,2140,867,Lyon,investir,normal,185,292
15,2024-05,2382.58,fonctionnaire,2140,867,Lyon,investir,normal,185,292
15,2024-06,2161.91,fonctionnaire,2140,867,Lyon,investir,normal,185,292
15,2024-07,2462.82,fonctionnaire,2140,867,Lyon,investir,normal,185,292
15,2024-08,2742.12,fonctionnaire,2140,867,Lyon,investir,normal,185,292
15,2024-09,2175.18,fonctionnaire,2140,867,Lyon,investir,normal,185,292
15,2024-10,2687.8,fonctionnaire,2140,867,Lyon,investir,normal,185,292
15,2024-11,3009.27,fonctionnaire,2140,867,Lyon,investir,normal,185,292
15,2024-12,1568.74,fonctionnaire,2140,867,Lyon,investir,normal,185,292
16,2024-01,2557.75,etudiant,874,592,Paris,acheter_voiture,économe,242,181
16,2024-02,1595.02,etudiant,874,592,Paris,acheter_voiture,économe,242,181
16,2024-03,2415.47,etudiant,874,592,Paris,acheter_voiture,économe,242,181
16,2024-04,1585.16,etudiant,874,592,Paris,acheter_voiture,économe,242,181
16,2024-05,2313.48,etudiant,874,592,Paris,acheter_voiture,économe,242,181
16,2024-06,2105.86,etudiant,874,592,Paris,acheter_voiture,économe,242,181
16,2024-07,2029.1999999999998,etudiant,874,592,Paris,acheter_voiture,économe,242,181
16,2024-08,2102.06,etudiant,874,592,Paris,acheter_voiture,économe,242,181
16,2024-09,1947.13,etudiant,874,592,Paris,acheter_voiture,économe,242,181
16,2024-10,2343.73,etudiant,874,592,Paris,acheter_voiture,économe,242,181
16,2024-11,2494.26,etudiant,874,592,Paris,acheter_voiture,économe,242,181
16,2024-12,752.55,etudiant,874,592,Paris,acheter_voiture,économe,242,181
17,2024-01,4309.05,jeune_salarie,2162,808,Rennes,investir,normal,292,221
17,2024-02,1269.0,jeune_salarie,2162,808,Rennes,investir,normal,292,221
17,2024-03,4108.87,jeune_salarie,2162,808,Rennes,investir,normal,292,221
17,2024-04,3357.34,jeune_salarie,2162,808,Rennes,investir,normal,292,221
17,2024-05,2349.82,jeune_salarie,2162,808,Rennes,investir,normal,292,221
17,2024-06,2353.28,jeune_salarie,2162,808,Rennes,investir,normal,292,221
17,2024-07,3315.59,jeune_salarie,2162,808,Rennes,investir,normal,292,221
17,2024-08,3499.4,jeune_salarie,2162,808,Rennes,investir,normal,292,221
17,2024-09,3388.69,jeune_salarie,2162,808,Rennes,investir,normal,292,221
17,2024-10,2825.89,jeune_salarie,2162,808,Rennes,investir,normal,292,221
17,2024-11,2106.06,jeune_salarie,2162,808,Rennes,investir,normal,292,221
17,2024-12,978.5500000000001,jeune_salarie,2162,808,Rennes,investir,normal,292,221
18,2024-01,3122.26,jeune_salarie,1893,550,Rennes,acheter_appartement,économe,195,325
18,2024-02,941.47,jeune_salarie,1893,550,Rennes,acheter_appartement,économe,195,325
18,2024-03,2287.13,jeune_salarie,1893,550,Rennes,acheter_appartement,économe,195,325
18,2024-04,1760.79,jeune_salarie,1893,550,Rennes,acheter_appartement,économe,195,325
18,2024-05,2066.04,jeune_salarie,1893,550,Rennes,acheter_appartement,économe,195,325
18,2024-06,1818.89,jeune_salarie,1893,550,Rennes,acheter_appartement,économe,195,325
18,2024-07,1751.02,jeune_salarie,1893,550,Rennes,acheter_appartement,économe,195,325
18,2024-08,2397.58,jeune_salarie,1893,550,Rennes,acheter_appartement,économe,195,325
18,2024-09,2362.05,jeune_salarie,1893,550,Rennes,acheter_appartement,économe,195,325
18,2024-10,1912.72,jeune_salarie,1893,550,Rennes,acheter_appartement,économe,195,325
18,2024-11,2043.19,jeune_salarie,1893,550,Rennes,acheter_appartement,économe,195,325
18,2024-12,1101.03,jeune_salarie,1893,550,Rennes,acheter_appartement,économe,195,325
19,2024-01,2852.9,etudiant,983,547,Lille,acheter_appartement,économe,263,472
19,2024-02,1623.76,etudiant,983,547,Lille,acheter_appartement,économe,263,472
19,2024-03,2366.97,etudiant,983,547,Lille,acheter_appartement,économe,263,472
19,2024-04,1607.43,etudiant,983,547,Lille,acheter_appartement,économe,263,472
19,2024-05,1452.65,etudiant,983,547,Lille,acheter_appartement,économe,263,472
19,2024-06,2073.2,etudiant,983,547,Lille,acheter_appartement,économe,263,472
19,2024-07,1695.25,etudiant,983,547,Lille,acheter_appartement,économe,263,472
19,2024-08,2351.62,etudiant,983,547,Lille,acheter_appartement,économe,263,472
19,2024-09,1517.86,etudiant,983,547,Lille,acheter_appartement,économe,263,472
19,2024-10,1893.1100000000001,etudiant,983,547,Lille,acheter_appartement,économe,263,472
19,2024-11,1906.38,etudiant,983,547,Lille,acheter_appartement,économe,263,472
19,2024-12,1211.78,etudiant,983,547,Lille,acheter_appartement,économe,263,472
20,2024-01,3846.7599999999998,jeune_salarie,2365,710,Lille,économiser,normal,94,418
20,2024-02,1342.83,jeune_salarie,2365,710,Lille,économiser,normal,94,418
20,2024-03,3884.79,jeune_salarie,2365,710,Lille,économiser,normal,94,418
20,2024-04,2722.95,jeune_salarie,2365,710,Lille,économiser,normal,94,418
20,2024-05,3388.59,jeune_salarie,2365,710,Lille,économiser,normal,94,418
20,2024-06,1850.7,jeune_salarie,2365,710,Lille,économiser,normal,94,418
20,2024-07,2225.2599999999998,jeune_salarie,2365,710,Lille,économiser,normal,94,418
20,2024-08,2611.63,jeune_salarie,2365,710,Lille,économiser,normal,94,418
20,2024-09,2013.99,jeune_salarie,2365,710,Lille,économiser,normal,94,418
20,2024-10,2377.11,jeune_salarie,2365,710,Lille,économiser,normal,94,418
20,2024-11,1948.5800000000002,jeune_salarie,2365,710,Lille,économiser,normal,94,418
20,2024-12,1284.83,jeune_salarie,2365,710,Lille,économiser,normal,94,418
21,2024-01,3337.92,independant,2786,1063,Lille,économiser,économe,170,187
21,2024-02,1003.05,independant,2786,1063,Lille,économiser,économe,170,187
21,2024-03,3619.21,independant,2786,1063,Lille,économiser,économe,170,187
21,2024-04,2017.8899999999999,independant,2786,1063,Lille,économiser,économe,170,187
21,2024-05,2071.0699999999997,independant,2786,1063,Lille,économiser,économe,170,187
21,2024-06,2040.79,independant,2786,1063,Lille,économiser,économe,170,187
21,2024-07,2108.87,independant,2786,1063,Lille,économiser,économe,170,187
21,2024-08,2487.13,independant,2786,1063,Lille,économiser,économe,170,187
21,2024-09,2530.46,independant,2786,1063,Lille,économiser,économe,170,187
21,2024-10,2791.05,independant,2786,1063,Lille,économiser,économe,170,187
21,2024-11,2188.35,independant,2786,1063,Lille,économiser,économe,170,187
21,2024-12,962.51,independant,2786,1063,Lille,économiser,économe,170,187
22,2024-01,3716.99,etudiant,820,457,Lyon,acheter_voiture,normal,62,317
22,2024-02,1895.91,etudiant,820,457,Lyon,acheter_voiture,normal,62,317
22,2024-03,3328.94,etudiant,820,457,Lyon,acheter_voiture,normal,62,317
22,2024-04,2039.73,etudiant,820,457,Lyon,acheter_voiture,normal,62,317
22,2024-05,2410.94,etudiant,820,457,Lyon,acheter_voiture,normal,62,317
22,2024-06,3170.59,etudiant,820,457,Lyon,acheter_voiture,normal,62,317
22,2024-07,2809.7599999999998,etudiant,820,457,Lyon,acheter_voiture,normal,62,317
22,2024-08,2476.85,etudiant,820,457,Lyon,acheter_voiture,normal,62,317
22,2024-09,2048.69,etudiant,820,457,Lyon,acheter_voiture,normal,62,317
22,2024-10,2755.34,etudiant,820,457,Lyon,acheter_voiture,normal,62,317
22,2024-11,2605.41,etudiant,820,457,Lyon,acheter_voiture,normal,62,317
22,2024-12,1412.99,etudiant,820,457,Lyon,acheter_voiture,normal,62,317
23,2024-01,6892.61,cadre,6798,1459,Paris,acheter_voiture,dépensier,236,342
23,2024-02,3230.78,cadre,6798,1459,Paris,acheter_voiture,dépensier,236,342
23,2024-03,4686.48,cadre,6798,1459,Paris,acheter_voiture,dépensier,236,342
23,2024-04,4949.92,cadre,6798,1459,Paris,acheter_voiture,dépensier,236,342
23,2024-05,3827.58,cadre,6798,1459,Paris,acheter_voiture,dépensier,236,342
23,2024-06,3607.79,cadre,6798,1459,Paris,acheter_voiture,dépensier,236,342
23,2024-07,4501.52,cadre,6798,1459,Paris,acheter_voiture,dépensier,236,342
23,2024-08,4242.5,cadre,6798,1459,Paris,acheter_voiture,dépensier,236,342
23,2024-09,3756.42,cadre,6798,1459,Paris,acheter_voiture,dépensier,236,342
23,2024-10,3746.4700000000003,cadre,6798,1459,Paris,acheter_voiture,dépensier,236,342
23,2024-11,4663.28,cadre,6798,1459,Paris,acheter_voiture,dépensier,236,342
23,2024-12,1798.75,cadre,6798,1459,Paris,acheter_voiture,dépensier,236,342
24,2024-01,3752.71,etudiant,974,571,Lyon,acheter_appartement,dépensier,142,180
24,2024-02,1630.55,etudiant,974,571,Lyon,acheter_appartement,dépensier,142,180
24,2024-03,4997.43,etudiant,974,571,Lyon,acheter_appartement,dépensier,142,180
24,2024-04,2903.11,etudiant,974,571,Lyon,acheter_appartement,dépensier,142,180
24,2024-05,2677.07,etudiant,974,571,Lyon,acheter_appartement,dépensier,142,180
24,2024-06,3230.64,etudiant,974,571,Lyon,acheter_appartement,dépensier,142,180
24,2024-07,2775.16,etudiant,974,571,Lyon,acheter_appartement,dépensier,142,180
24,2024-08,3971.16,etudiant,974,571,Lyon,acheter_appartement,dépensier,142,180
24,2024-09,3747.15,etudiant,974,571,Lyon,acheter_appartement,dépensier,142,180
24,2024-10,4504.49,etudiant,974,571,Lyon,acheter_appartement,dépensier,142,180
24,2024-11,4548.099999999999,etudiant,974,571,Lyon,acheter_appartement,dépensier,142,180
24,2024-12,2687.24,etudiant,974,571,Lyon,acheter_appartement,dépensier,142,180
25,2024-01,5259.599999999999,cadre,4105,1054,Rennes,acheter_appartement,dépensier,281,299
25,2024-02,2189.67,cadre,4105,1054,Rennes,acheter_appartement,dépensier,281,299
25,2024-03,5106.29,cadre,4105,1054,Rennes,acheter_appartement,dépensier,281,299
25,2024-04,4320.79,cadre,4105,1054,Rennes,acheter_appartement,dépensier,281,299
25,2024-05,4067.38,cadre,4105,1054,Rennes,acheter_appartement,dépensier,281,299
25,2024-06,2900.5699999999997,cadre,4105,1054,Rennes,acheter_appartement,dépensier,281,299
25,2024-07,3313.21,cadre,4105,1054,Rennes,acheter_appartement,dépensier,281,299
25,2024-08,4575.66,cadre,4105,1054,Rennes,acheter_appartement,dépensier,281,299
25,2024-09,3818.62,cadre,4105,1054,Rennes,acheter_appartement,dépensier,281,299
25,2024-10,4471.22,cadre,4105,1054,Rennes,acheter_appartement,dépensier,281,299
25,2024-11,4820.5,cadre,4105,1054,Rennes,acheter_appartement,dépensier,281,299
25,2024-12,3024.86,cadre,4105,1054,Rennes,acheter_appartement,dépensier,281,299
26,2024-01,5244.07,cadre,3946,1479,Bordeaux,investir,normal,70,265
26,2024-02,1229.24,cadre,3946,1479,Bordeaux,investir,normal,70,265
26,2024-03,5211.58,cadre,3946,1479,Bordeaux,investir,normal,70,265
26,2024-04,3336.9,cadre,3946,1479,Bordeaux,investir,normal,70,265
26,2024-05,3038.14,cadre,3946,1479,Bordeaux,investir,normal,70,265
26,2024-06,3465.2,cadre,3946,1479,Bordeaux,investir,normal,70,265
26,2024-07,3370.08,cadre,3946,1479,Bordeaux,investir,normal,70,265
26,2024-08,3894.7200000000003,cadre,3946,1479,Bordeaux,investir,normal,70,265
26,2024-09,2690.53,cadre,3946,1479,Bordeaux,investir,normal,70,265
26,2024-10,3434.3199999999997,cadre,3946,1479,Bordeaux,investir,normal,70,265
26,2024-11,3259.83,cadre,3946,1479,Bordeaux,investir,normal,70,265
26,2024-12,2242.55,cadre,3946,1479,Bordeaux,investir,normal,70,265
27,2024-01,2943.34,fonctionnaire,2339,744,Lyon,acheter_voiture,économe,116,330
27,2024-02,962.19,fonctionnaire,2339,744,Lyon,acheter_voiture,économe,116,330
27,2024-03,3085.98,fonctionnaire,2339,744,Lyon,acheter_voiture,économe,116,330
27,2024-04,2220.15,fonctionnaire,2339,744,Lyon,acheter_voiture,économe,116,330
27,2024-05,1993.74,fonctionnaire,2339,744,Lyon,acheter_voiture,économe,116,330
27,2024-06,2441.81,fonctionnaire,2339,744,Lyon,acheter_voiture,économe,116,330
27,2024-07,2014.31,fonctionnaire,2339,744,Lyon,acheter_voiture,économe,116,330
27,2024-08,2542.83,fonctionnaire,2339,744,Lyon,acheter_voiture,économe,116,330
27,2024-09,1673.52,fonctionnaire,2339,744,Lyon,acheter_voiture,économe,116,330
27,2024-10,2266.78,fonctionnaire,2339,744,Lyon,acheter_voiture,économe,116,330
27,2024-11,2090.7,fonctionnaire,2339,744,Lyon,acheter_voiture,économe,116,330
27,2024-12,1133.81,fonctionnaire,2339,744,Lyon,acheter_voiture,économe,116,330
28,2024-01,2561.69,fonctionnaire,2972,677,Paris,économiser,économe,292,173
28,2024-02,1091.49,fonctionnaire,2972,677,Paris,économiser,économe,292,173
28,2024-03,2740.88,fonctionnaire,2972,677,Paris,économiser,économe,292,173
28,2024-04,2148.03,fonctionnaire,2972,677,Paris,économiser,économe,292,173
28,2024-05,2426.29,fonctionnaire,2972,677,Paris,économiser,économe,292,173
28,2024-06,2012.0,fonctionnaire,2972,677,Paris,économiser,économe,292,173
